https://tabelog.com/tokyo/A1311/A131102/13255041/,浅草スマイルバー&カフェ,レビュー数なし,バー、カフェ、バー・お酒（その他）,東京都 墨田区 吾妻橋 1-16-1 1F,
https://tabelog.com/tokyo/A1311/A131102/13089805/,浅草 セントラルホテル,レビュー数なし,洋食・欧風料理（その他）,東京都 台東区 浅草 1-5-3,
https://tabelog.com/tokyo/A1311/A131102/13230828/,浅草そらつき,3.20,その他,東京都 台東区 浅草 1-36-4,
https://tabelog.com/tokyo/A1311/A131102/13217362/,浅草たい焼き工房 求楽,3.15,たい焼き・大判焼き、カフェ、甘味処,東京都 台東区 西浅草 2-3-2,
https://tabelog.com/tokyo/A1311/A131102/13198123/,浅草 高勢,3.30,寿司,東京都 台東区 雷門 2-8-10 エフ 1F,
https://tabelog.com/tokyo/A1311/A131102/13165859/,浅草 たこ丸,3.09,たこ焼き、からあげ、居酒屋,東京都 台東区 浅草 2-3-24,
https://tabelog.com/tokyo/A1311/A131102/13220587/,浅草たれ半 松屋浅草店,3.07,弁当,東京都 台東区 花川戸 1-4-1,
https://tabelog.com/tokyo/A1311/A131102/13074443/,浅草坦坦亭,3.40,担々麺、中国鍋・火鍋、居酒屋,東京都 台東区 浅草 1-7-6 竹下ビル1F,
https://tabelog.com/tokyo/A1311/A131102/13169051/,浅草大願,レビュー数なし,ケーキ,東京都 台東区 浅草 1-17-8,
https://tabelog.com/tokyo/A1311/A131102/13042795/,浅草ちょうちんもなか,3.26,アイスクリーム,東京都 台東区 浅草 2-3-1 仲見世商店街内,
https://tabelog.com/tokyo/A1311/A131102/13236717/,浅草 つの恋,3.08,ソフトクリーム、カフェ,東京都 台東区 浅草 1-14-7,
https://tabelog.com/tokyo/A1311/A131102/13118008/,浅草 つばめ屋,3.08,お好み焼き、もんじゃ焼き,東京都 台東区 浅草 2-4-10 西原ビル　１Ｆ,
https://tabelog.com/tokyo/A1311/A131102/13068250/,浅草つむぎ,3.38,そば、うどん、天丼・天重,東京都 台東区 浅草 2-22-12,
https://tabelog.com/tokyo/A1311/A131102/13212429/,浅草 寺子屋 i,3.00,カフェ,東京都 台東区 花川戸 2-7-8,
https://tabelog.com/tokyo/A1311/A131102/13003647/,浅草天麩羅 葵丸進,3.29,天ぷら、懐石・会席料理、魚介料理・海鮮料理,東京都 台東区 浅草 1-4-4,
https://tabelog.com/tokyo/A1311/A131102/13188534/,浅草東京亭,レビュー数なし,居酒屋、和食（その他）,東京都 台東区 西浅草 1-8-13 2F・3F,
https://tabelog.com/tokyo/A1311/A131102/13039346/,浅草 ときわ食堂,3.54,定食・食堂,東京都 台東区 浅草 1-3-3,
https://tabelog.com/tokyo/A1311/A131102/13186690/,浅草鳥じん,3.04,焼鳥、居酒屋、和食（その他）,東京都 台東区 浅草 1-1-12 浅草地下街,
https://tabelog.com/tokyo/A1311/A131102/13133338/,浅草 とんかつ中根,3.40,寿司、とんかつ,東京都 台東区 浅草 6-17-7,
https://tabelog.com/tokyo/A1311/A131102/13162484/,アサクサ ナカムラヤ,3.11,スペイン料理,東京都 台東区 浅草 2-1-1,
https://tabelog.com/tokyo/A1311/A131102/13108469/,浅くさ中村屋 浅草店,3.13,和菓子,東京都 台東区 浅草 3丁目5番3号,
https://tabelog.com/tokyo/A1311/A131102/13196920/,浅草 なつの,3.04,居酒屋,東京都 台東区 浅草 2-5-12 第三夏野ビル 1F,
https://tabelog.com/tokyo/A1311/A131102/13120735/,浅草浪花家,3.76,たい焼き・大判焼き、甘味処、かき氷,東京都 台東区 浅草 2-12-4,
https://tabelog.com/tokyo/A1311/A131102/13046474/,浅草2丁目食堂,3.04,その他,東京都 台東区 浅草 2-11-5 国本ビル,
https://tabelog.com/tokyo/A1311/A131102/13214279/,浅草にっぽん区 おすすめふるさと,3.03,その他,東京都 台東区 浅草 2-6-7 まるごとにっぽん 3F,
https://tabelog.com/tokyo/A1311/A131102/13234705/,浅草 にゃんにゃんベイビー,3.02,和菓子、ソフトクリーム、かき氷,東京都 台東区 浅草 1-36-8,
https://tabelog.com/tokyo/A1311/A131102/13218761/,アサクサニュー テンチ,レビュー数なし,中華料理,東京都 台東区 西浅草 1-3-15 NJ田原町ビル 1F,
https://tabelog.com/tokyo/A1311/A131102/13111309/,浅草ねこ園,3.08,カフェ,東京都 台東区 浅草 3-1-1 馬道妙見屋ビル 6F,
https://tabelog.com/tokyo/A1311/A131102/13191677/,浅草農園,3.05,その他,東京都 台東区 浅草 2-6-7 まるごとにっぽん 1F,
https://tabelog.com/tokyo/A1311/A131102/13248602/,浅草の豆柴カフェ,3.01,その他,東京都 台東区 浅草 1-29-3,
https://tabelog.com/tokyo/A1311/A131102/13191640/,浅草のり いせ勘,3.03,その他,東京都 台東区 浅草 1-36-2,
https://tabelog.com/tokyo/A1311/A131102/13233860/,浅草ハイから堂,3.09,からあげ、立ち飲み居酒屋・バー,東京都 台東区 浅草 2-10 ドン・キホーテ浅草店 1F,
https://tabelog.com/tokyo/A1311/A131102/13234242/,浅草ハム,レビュー数なし,その他,東京都 台東区 千束 1-2-5,
https://tabelog.com/tokyo/A1311/A131102/13097092/,浅草 梅林堂,3.32,和菓子,東京都 台東区 浅草 1-18-1,
https://tabelog.com/tokyo/A1311/A131102/13236716/,浅草 芭蕉堂,3.04,和菓子,東京都 台東区 浅草 2-6-7 まるごとにっぽん 1F,
https://tabelog.com/tokyo/A1311/A131102/13061469/,浅草ビューホテル,3.23,旅館・オーベルジュ（その他）、レストラン（その他）、その他,東京都 台東区 西浅草 3-17-1 浅草ビューホテル,
https://tabelog.com/tokyo/A1311/A131102/13235237/,浅草ビール工房,3.14,ビアバー、バル・バール、居酒屋,東京都 台東区 西浅草 2-2-2 藤代ビル 1F,
https://tabelog.com/tokyo/A1311/A131102/13029063/,ふぐ 山ほ,3.08,ふぐ、魚介料理・海鮮料理、割烹・小料理,東京都 台東区 浅草 5-34-2,
https://tabelog.com/tokyo/A1311/A131102/13165125/,浅草フジヤマ,レビュー数なし,カフェ,東京都 台東区 浅草 1-42-4,
https://tabelog.com/tokyo/A1311/A131102/13211117/,浅草ベーカリーカフェ ブルーエルフ,3.09,パン,東京都 台東区 寿 3-17-11,
https://tabelog.com/tokyo/A1311/A131102/13253419/,浅草ホテル 旅籠,レビュー数なし,その他,東京都 台東区 駒形 2-6-8,
https://tabelog.com/tokyo/A1311/A131102/13003692/,浅草マノス,3.70,ロシア料理,東京都 台東区 雷門 2-17-4,
https://tabelog.com/tokyo/A1311/A131102/13050909/,浅草 幻のローストポーク グロワ グロワ,3.44,豚料理、イタリアン、ビストロ,東京都 台東区 浅草 2-26-5 ＳＤＳビル 102,
https://tabelog.com/tokyo/A1311/A131102/13181638/,浅草みくも,3.10,懐石・会席料理,東京都 台東区 浅草 2-21-3,
https://tabelog.com/tokyo/A1311/A131102/13118005/,浅草 緑寿司,3.17,その他,東京都 台東区 西浅草 2-27-8,
https://tabelog.com/tokyo/A1311/A131102/13003680/,浅草むぎとろ 本店,3.60,麦とろ、懐石・会席料理、和食（その他）,東京都 台東区 雷門 2-2-4,
https://tabelog.com/tokyo/A1311/A131102/13008606/,浅草むぎとろ 別館,3.50,麦とろ、懐石・会席料理、和食（その他）,東京都 台東区 雷門 2-1-8,
https://tabelog.com/tokyo/A1311/A131102/13253640/,浅草麺食堂 一真亭,3.03,その他,東京都 台東区 浅草 2-11-1,
https://tabelog.com/tokyo/A1311/A131102/13110143/,浅草メンチ,3.59,コロッケ・フライ,東京都 台東区 浅草 2-3-3,
https://tabelog.com/tokyo/A1311/A131102/13237600/,浅草もんじゃお好み焼き ぽんちゃん,3.04,もんじゃ焼き、お好み焼き、豆腐料理・湯葉料理,東京都 台東区 浅草 2-22-13,
https://tabelog.com/tokyo/A1311/A131102/13098970/,浅草もんじゃ香味家 たぬき通り本店,3.27,もんじゃ焼き、鉄板焼き、お好み焼き,東京都 台東区 浅草 1-15-6,
https://tabelog.com/tokyo/A1311/A131102/13179809/,浅草もんじゃころっけ,3.29,コロッケ・フライ,東京都 台東区 浅草 1-22-4,
https://tabelog.com/tokyo/A1311/A131102/13227471/,浅草もんじゃ ぜんや,3.14,もんじゃ焼き、お好み焼き、居酒屋,東京都 台東区 浅草 1-21-9,
https://tabelog.com/tokyo/A1311/A131102/13177610/,浅草もんじゃ てっちゃん,3.06,もんじゃ焼き、居酒屋、鉄板焼き,東京都 台東区 浅草 2-13-11,
https://tabelog.com/tokyo/A1311/A131102/13197018/,浅草もんじゃ もきち,3.37,もんじゃ焼き、お好み焼き、居酒屋,東京都 台東区 浅草 2-7-19 高橋ビル1F,
https://tabelog.com/tokyo/A1311/A131102/13214549/,浅草焼肉 たん鬼,3.37,焼肉、居酒屋、ホルモン,東京都 台東区 花川戸 1-5-4 プラド浅草 1F 2F 3F,
https://tabelog.com/tokyo/A1311/A131102/13219582/,浅草焼肉 ナユター,3.02,焼肉,東京都 台東区 浅草 3-34-2,
https://tabelog.com/tokyo/A1311/A131102/13201761/,浅草 焼や,レビュー数なし,焼肉、魚介料理・海鮮料理,東京都 台東区 雷門 1-3-7 ペトリュウス浅草雷門 1Ｆ,
https://tabelog.com/tokyo/A1311/A131102/13143515/,浅草薬酒バー,3.19,バー・お酒（その他）,東京都 台東区 浅草 1-7-1 寿美屋ビル 3F,
https://tabelog.com/tokyo/A1311/A131102/13030079/,浅草 柳 since1985,レビュー数なし,居酒屋・ダイニングバー（その他）,東京都 台東区 浅草 4-13-2 ＭＦ浅草館　２Ｆ,
https://tabelog.com/tokyo/A1311/A131102/13091698/,浅草よ兵衛,3.42,その他,東京都 台東区 浅草 2-2-7,
https://tabelog.com/tokyo/A1311/A131102/13209109/,浅草よろず茶屋444,3.51,カフェ、かき氷、パンケーキ,東京都 台東区 浅草 4-4-4 浅草荘マンション 1F,
https://tabelog.com/tokyo/A1311/A131102/13211294/,浅草ラスク 浅草雷門本店,3.07,その他,東京都 台東区 浅草 1-39-10,
https://tabelog.com/tokyo/A1311/A131102/13028036/,浅草らーめん とおりゃんせ,3.19,ラーメン,東京都 台東区 浅草 1-20-9,
https://tabelog.com/tokyo/A1311/A131102/13114663/,浅草リトルシアター,3.00,バー、パブ,東京都 台東区 浅草 1-41-7 清水ビル2F,
https://tabelog.com/tokyo/A1311/A131102/13222921/,浅草ロック座 メイドバー 浅草ロック座内,3.06,喫茶店、バー,東京都 台東区 浅草 2-10-12 2F,
https://tabelog.com/tokyo/A1311/A131102/13213120/,浅草六区ゆめまち劇場,レビュー数なし,その他,東京都 台東区 浅草 1-25-15 浅草ROX 4F,
https://tabelog.com/tokyo/A1311/A131102/13229970/,浅草ワイン屋 ヴィーノアベ,3.04,ワインバー、イタリアン,東京都 台東区 浅草 4-10-5 菊地マンション 1F,
https://tabelog.com/tokyo/A1311/A131102/13096801/,浅魂,3.07,居酒屋,東京都 台東区 浅草 5-10-14,
https://tabelog.com/tokyo/A1311/A131102/13137027/,阿娑縛,3.62,そば,東京都 台東区 浅草 1-24-3 橋口ビル 1F,
https://tabelog.com/tokyo/A1311/A131102/13057892/,あさひ,3.55,その他,東京都 台東区 浅草 3-33-6,
https://tabelog.com/tokyo/A1311/A131102/13161782/,朝日山,3.13,そば、天丼・天重,東京都 台東区 浅草 6-1-3,
https://tabelog.com/tokyo/A1311/A131102/13180061/,麻布あさひ 松屋浅草店,3.01,焼鳥,東京都 台東区 花川戸 1-4-1 松屋浅草 店 B1F,
https://tabelog.com/tokyo/A1311/A131102/13244687/,あざらし 2号店,3.02,居酒屋,東京都 台東区 浅草 2-5,
https://tabelog.com/tokyo/A1311/A131102/13209596/,ASICS CONNECTION TOKYO,3.09,カフェ、バー・お酒（その他）、洋菓子（その他）,東京都 墨田区 吾妻橋 1-23-8先 １F,
https://tabelog.com/tokyo/A1311/A131102/13194825/,Ashi Teishoku & Diner,3.22,居酒屋、焼鳥、定食・食堂,東京都 台東区 駒形 2-6-5 柳原ビル 1F,
https://tabelog.com/tokyo/A1311/A131102/13194098/,アジアン サイン レストラン アサクサ,レビュー数なし,インド料理,東京都 台東区 浅草 6-11-4,
https://tabelog.com/tokyo/A1311/A131102/13204818/,アジアンダイニング&バー スサニ,レビュー数なし,ダイニングバー、アジア・エスニック料理（その他）,東京都 台東区 浅草 5-53-2,
https://tabelog.com/tokyo/A1311/A131102/13177318/,As ok 02,3.03,バー,東京都 台東区 西浅草 3-16-10 浅草高洋ビル 4F,
https://tabelog.com/tokyo/A1311/A131102/13128113/,大衆酒蔵　あそこ,3.05,居酒屋,東京都 台東区 浅草 2-3-21,
https://tabelog.com/tokyo/A1311/A131102/13093057/,AThOME BAR うさぎ,3.06,バー、ダイニングバー,東京都 台東区 雷門 2-17-13 ウスイビル5F,
https://tabelog.com/tokyo/A1311/A131102/13010489/,浅草うまいもん あづま,3.28,定食・食堂、寿司、かつ丼・かつ重,東京都 台東区 浅草 1-32-1,
https://tabelog.com/tokyo/A1311/A131102/13007981/,吾妻橋 やぶそば,3.77,その他,東京都 墨田区 吾妻橋 1-11-2,
https://tabelog.com/tokyo/A1311/A131102/13158212/,あづま横丁,3.03,串焼き、居酒屋,東京都 台東区 浅草 2-28-1,
https://tabelog.com/tokyo/A1311/A131102/13236090/,アトム堂本舗,レビュー数なし,カフェ・喫茶（その他）,東京都 台東区 浅草 2-7-13,
https://tabelog.com/tokyo/A1311/A131102/13244003/,アトリエ ダイジロー,3.15,ケーキ、パン,東京都 台東区 浅草 5-1-2,
https://tabelog.com/tokyo/A1311/A131102/13037584/,ア・トレ・ヤン,3.35,西洋各国料理（その他）、ハヤシライス、ステーキ,東京都 台東区 西浅草 2-14-15,
https://tabelog.com/tokyo/A1311/A131102/13124133/,穴子料理と地酒 浅草 川井,3.49,郷土料理（その他）、魚介料理・海鮮料理、あなご,東京都 台東区 西浅草 2-26-1 坂田ビル 1F,
https://tabelog.com/tokyo/A1311/A131102/13217506/,アパホテル 浅草雷門,3.03,その他,東京都 台東区 雷門 2-14-1,
https://tabelog.com/tokyo/A1311/A131102/13212139/,アパホテル 浅草 田原町駅前,3.03,その他,東京都 台東区 西浅草 1-2-3,
https://tabelog.com/tokyo/A1311/A131102/13154415/,あぶりや縁 浅草店,3.00,居酒屋,東京都 台東区 浅草 1-10-5 KN浅草ビル 3F,
https://tabelog.com/tokyo/A1311/A131102/13052963/,あぽろ,3.34,もんじゃ焼き、お好み焼き,東京都 台東区 西浅草 2-25-9,
https://tabelog.com/tokyo/A1311/A131102/13209383/,あまから縁詩,3.05,甘味処、和菓子,東京都 台東区 浅草 1-29-8,
https://tabelog.com/tokyo/A1311/A131102/13170807/,アミューズカフェシアター,3.06,バー、カフェ・喫茶（その他）、洋食,東京都 台東区 浅草 2-10 ドン・キホーテビル 7F,
https://tabelog.com/tokyo/A1311/A131102/13237604/,アメシン 花川戸店,3.00,和菓子,東京都 台東区 花川戸 2-9-1 堀ビル 1F,
https://tabelog.com/tokyo/A1311/A131102/13111446/,Amets,3.67,スペイン料理、ダイニングバー、ワインバー,東京都 台東区 西浅草 1-1-12 藤田ビル１Ｆ,
https://tabelog.com/tokyo/A1311/A131102/13053818/,中華ダイニング いい田,3.36,中華料理、ラーメン、つけ麺,東京都 台東区 西浅草 3-2-9,
https://tabelog.com/tokyo/A1311/A131102/13099938/,手打ちうどん 家康 浅草店,3.23,うどん,東京都 台東区 浅草 1-16-10,
https://tabelog.com/tokyo/A1311/A131102/13230475/,粋種,3.08,割烹・小料理,東京都 台東区 浅草 3-38-5 サンクタス浅草レジデンス 1F,
https://tabelog.com/tokyo/A1311/A131102/13176695/,いきなり！ステーキ 浅草雷門店,3.14,ステーキ,東京都 台東区 雷門 1-14-6 黒澤ビル 1F,
https://tabelog.com/tokyo/A1311/A131102/13061918/,生駒軒,3.41,その他,東京都 台東区 雷門 1-12-1,
https://tabelog.com/tokyo/A1311/A131102/13061100/,いさりび,3.24,寿司、海鮮丼,東京都 台東区 花川戸 1-6-6 花川戸マンション　２F,
https://tabelog.com/tokyo/A1311/A131102/13203321/,居酒屋 吾妻屋,3.19,居酒屋、日本酒バー、おでん,東京都 台東区 雷門 1-13-10,
https://tabelog.com/tokyo/A1311/A131102/13106650/,居酒屋おが和,レビュー数なし,居酒屋,東京都 台東区 浅草 5-37-7,
